Visibility,Precipitation,Injuries,Fatalities
,RAIN,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,FOG,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,RAIN,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,FOG,,
,NONE,,
,FOG,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,RAIN,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,"FOG, RAIN",,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,FOG,,
,RAIN,,
,,,
,,,
,"FOG, RAIN",,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,RAIN,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,RAIN,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,FOG,,
,NONE,,
,NONE,,
,RAIN,,
,RAIN,,
,"FOG, RAIN",,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,RAIN,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,,,
,RAIN,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,RAIN,,
,,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,FOG,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,FOG,,
,NONE,,
,,,
,,,
,,,
,"FOG, RAIN",,
,FOG,,
,RAIN,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,,,
,NONE,,
,,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,"FOG, RAIN",,
,,,
,NONE,,
,NONE,,
,NONE,,
,FOG,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,RAIN,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,RAIN,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,RAIN,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,FOG,,
,FOG,,
,RAIN,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,SNOW,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,RAIN,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,RAIN,,
,NONE,,
,,,
,RAIN,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,,,
,RAIN,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,RAIN,,
,,,
,,,
,NONE,,
,,,
,FOG,,
,NONE,,
,"FOG, RAIN",,
,,,
,SNOW,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,FOG,,
,NONE,,
,,,
,RAIN,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,FOG,,
,,,
,,,
,,,
,RAIN,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,FOG,,
,NONE,,
,,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,SNOW,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,RAIN,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,RAIN,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,SNOW,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,RAIN,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,RAIN,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,FOG,,
,,,
,,,
,FOG,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,FOG,,
,,,
,NONE,,
,FOG,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,SNOW,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,FOG,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,FOG,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,SNOW,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,RAIN,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,FOG,,
,NONE,,
,NONE,,
,NONE,,
,,,
,SNOW,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,RAIN,,
,NONE,,
,NONE,,
,RAIN,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,RAIN,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,SNOW,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,FOG,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,RAIN,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,FOG,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,RAIN,,
,RAIN,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,RAIN,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,RAIN,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,RAIN,,
,RAIN,,
,,,
,,,
,RAIN,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,NONE,,
,,,
,NONE,,
,,,
,,,
,,,
,,,
,,,
,NONE,,
,NONE,,
